Domain Title,Control Title,Control Reference,Control Wording,Control Type,SOC  TSC Common Criteria,SOC  TSC Availability,SOC  TSC  Confidentiality,SOC TSC Privacy,ISO 27001 ISMS ,ISO 27002: 2013 Annex A,Cloud Service Customers ISO 27017,Cloud Service Providers ISO 27017,ISO 27018,PII Controller ISO 27701,PII Processor ISO 27701,ISO 22301,BSI C5,FedRAMP Tailored Control,Spanish ENS BASIC Control,Spanish ENS Medium Control,Spanish ENS High Control,ISMAP Control,PCI Control,Saudi CCC Control,EU Code of Conduct Control,NIST SP 800-171 Control,EUCS Basic Control,EUCS Substantial Control,EUCS High Control,SecNumCloud Control,IRAP Control
Physical Security,Telephone Systems Policy,CCF 534,"A Telephone [The Organization] policy exists and covers the following requirements;  • Personnel are made aware of the sensitivity of information that they may discuss, along with their classification levels. • Personnel are made aware of security risks of non-secure lines. • Telephone lines that permit different levels of conversation have a visual indicator. • Telephone [The Organization] used for sensitive or classified conversations encrypt all traffic that passes over external [The Organization]. • Cordless telephone [The Organization] are not used for sensitive or classified conversations. • Traditional analog phones are used in public areas.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1078 0229 0230 0231 0232 0233 1015
Physical Security,Telephone Systems Configuration,CCF 535,"Telephone [The Organization] are configured to meet the following requirements based on the classification of information able to discuss;  • Speakerphones are not used in Top Secret unless the telephone system is located in a room rated as audio secure only personnel involved in discussions are present in the room. • In TOP SECRET areas, push-to-talk handsets or push-to-talk headsets are used on all telephones that are not authorized for the transmission of TOP SECRET information. • In SECRET and TOP SECRET areas, push-to-talk handsets or push-to-talk headsets are used to meet any off-hook audio protection requirements. • Off-hook audio protection features are used on telephone [The Organization] in areas where background conversations may exceed the sensitivity or classification that the telephone system is authorized for communicating. • IP phone and video conferencing workstations must match the data classification level of their area. • Microphones (including headsets and USB handsets) and webcams are not used with non-SECRET workstations in SECRET areas or non-TOP SECRET workstations in TOP SECRET areas.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0235 0236 0931 0237 0559 1450  
Physical Security,High Assurance ICT Equipment,CCF 536,"When procuring high assurance ICT equipment, the ACSC is contacted for any equipment-specific delivery procedures.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0286 
Physical Security,High Assurance ICT Equipment,CCF 537,"High assurance ICT equipment is installed, configured, administered and operated in accordance with guidance produced by the ACSC. High assurance ICT is only operated in an evaluated configuration. ",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0286 
Physical Security,ICT Equipment Policy,CCF 538,An ICT equipment management policy is developed and implemented.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1551 
Physical Security,ICT Equipment Classification,CCF 539,"ICT equipment is classified based on the highest sensitivity or classification of data that it is approved for processing, storing or communicating.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0293 
Physical Security,ICT Equipment Labeling,CCF 540,"ICT Equipment, and media, must be labelled with protective markings reflecting its sensitivity or classification. ",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0294 0332 
Physical Security,ACSC Approval for Labeling,CCF 541,The Australian Cyber Security Centre (ACSC)’s approval is sought before applying labels to external surfaces of high assurance ICT equipment.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0296 
Physical Security,ICT Equipment Handling,CCF 542,ICT equipment is handled in a manner suitable for its sensitivity or classification.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1599 
Physical Security,ICT Equipment Repair,CCF 543,The ACSC’s approval is sought before undertaking any maintenance or repairs to high assurance ICT equipment.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1079 
Physical Security,Technician Escorting,CCF 544,"If an uncleared technician is used to undertake maintenance or repairs of ICT equipment, the technician is escorted by someone who: • is appropriately cleared and briefed • takes due care to ensure that data is not disclosed • takes all responsible measures to ensure the integrity of the ICT equipment • has the authority to direct the technician • is sufficiently familiar with the ICT equipment to understand the work being performed.",People,,,,,,,,,,,,,,,,,,,,,,,,,,,0306 
Physical Security,ICT Equipment Inspection,CCF 545,"Following maintenance or repair activities for ICT equipment, the ICT equipment is inspected to confirm it retains its approved software configuration and that no unauthorized modifications have taken place.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1598 
Physical Security,ICT Equipment Labeling,CCF 546,"Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate the ICT equipment with its original use, are removed prior to disposal.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0294 0332 
Physical Security,ICT Equipment Disposing,CCF 547,"When disposing of ICT equipment that has been designed or modified to meet emanation security standards, the ACSC is contacted for requirements relating to its secure disposal.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,321
Physical Security,ICT Equipment Sanitization,CCF 548,"ICT equipment, including associated media, that is located overseas and has processed or stored AUSTEO or AGAO data is sanitized in situ.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1218
Physical Security,ICT Equipment Sanitization,CCF 549,"ICT equipment, including associated media, that is located overseas and has processed, stored, or communicated AUSTEO or AGAO data that cannot be sanitized in situ is returned to Australia for destruction.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1218
Physical Security,Color Printer Cartridge,CCF 550,At least three pages of random text with no blank areas are printed on each color printer cartridge or MFD print drum.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0317 
Physical Security,MFD Print Drum,CCF 551,MFD print drums and image transfer rollers are inspected and destroyed if there is remnant toner which cannot be removed or if a print is visible on the image transfer roller.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1219 
Physical Security,MFD Platen Destruction,CCF 552,Printer and MFD platens are inspected and destroyed if any text or images are retained on the platen.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1220 
Physical Security,Printer Jam Check,CCF 553,"Printers, MFDs, and fax machines are checked to ensure no pages are trapped in the paper path due to a paper jam.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1221 1226 
Physical Security,Printer Cartridge Destruction,CCF 554,"When unable to sanitize printer cartridges or MFD print drums, they are destroyed as per electrostatic memory devices.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0318 
Physical Security,Printer Ribbon Removal,CCF 555,Printer ribbons in printers and MFDs are removed and destroyed.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1534 
Physical Security,Monitor Burn-In,CCF 556,Televisions and computer monitors with minor burn-in or image persistence are sanitized by displaying a solid white image on the screen for an extended period of time.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1076 
Physical Security,Monitor Destruction,CCF 557,Televisions and computer monitors that cannot be sanitized are destroyed.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1222 
Physical Security,Network Device Memory Sanitization,CCF 558,"Memory in network devices is sanitized using the following processes, in order of preference: • following device-specific guidance in evaluation documentation provided by the ACSC • following vendor sanitization guidance • loading a dummy configuration file, performing a factory reset and then reinstalling firmware.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1223 
Physical Security,Paper Tray Removal,CCF 559,"The paper tray of the fax machine is removed, and a fax message with a minimum length of four pages is transmitted, before the paper tray is re-installed to allow a fax summary page to be printed.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1225 
Physical Security,Rewritable Media Sanitization,CCF 560,"When transferring data manually between two [The Organization] belonging to different security domains, rewritable media is sanitized after each data transfer.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0947 
Physical Security,Volatile Media Sanitization,CCF 561,"If applicable, volatile media is sanitized by removing power from the media for at least 10 minutes.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0351 
Physical Security,Volatile Media Sanitization,CCF 562,"If applicable, SECRET and TOP SECRET volatile media is sanitized by overwriting it at least once in its entirety with a random pattern followed by a read back for verification.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,0351 
Physical Security,Device Configuration Reset,CCF 563,"If applicable, the host-protected area and device configuration overlay table of non-volatile magnetic hard drives is reset prior to sanitization.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1065
Physical Security,Non-Volatile magnetic media sanitization,CCF 564,"If applicable, non-volatile magnetic media is sanitized by overwriting the media at least once (or three times if pre-2001 or under 15 Gigabytes) in its entirety with a random pattern followed by a read back for verification.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,354
Physical Security,ATA Secure Erase Command,CCF 565,"The ATA secure erase command is used, in addition to block overwriting software, to ensure the growth defects table of non-volatile magnetic hard drives is overwritten.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1067
Physical Security,EPROM media sanitization,CCF 566,"If applicable, non-volatile EPROM media is sanitized by applying three times the manufacturer’s specified ultraviolet erasure time and then overwriting it at least once in its entirety with a random pattern followed by a read back for verification. Non-volatile EEPROM media is sanitized by overwriting it at least once in its entirety with a random pattern followed by a read back for verification.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,"0357, 0836"
Physical Security,Non-Volatile flash memory sanitization,CCF 567,Non-volatile flash memory media is sanitized by overwriting the media at least twice in its entirety with a random pattern followed by a read back for verification.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,359
Physical Security,Media Disposal,CCF 568,"The following media types are destroyed prior to disposal: • microfiche and microfilm • optical discs/semiconductor memory (using either furnace/incinerator, hammer mill, disintegrator, grinder/sander or cutting destruction methods.) • programmable read-only memory • read-only memory • other types of media that cannot be sanitized • faulty media that cannot be successfully sanitized.",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,"0350, 1735, 0363, 1726, 1727"
Physical Security,Media Disposal,CCF 569,SCEC or ASIO approved equipment is used when destroying media.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,"0350, 1735, 0363, 1726, 1727"
Physical Security,Degausser Evaluation,CCF 570,"If using degaussers to destroy media, degaussers evaluated by the United States’ National Security Agency are used.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1160 
Physical Security,Microfilm Destruction,CCF 571,"If applicable, equipment that is capable of reducing microform to a fine powder, with resultant particles not showing more than five consecutive characters per particle upon microscopic inspection, is used to destroy microfiche and microfilm.",Process,,,,,,,,,,,,,,,,,,,,,,,,,,,1517 
